ncap,seed,H,gini,alive,ratio_sg,share_rate,quadrant
224,20078,1.0415,0.2224,201,2.9676,0.5623,Type_B
224,20079,0.8153,0.081,217,0.5554,0.194,Utopia
224,20080,0.2754,0.0455,224,0.0002,0.0002,Utopia
224,20081,1.4111,0.51,189,4.6445,0.2949,Roma
224,20082,0.7375,0.0817,212,0.3984,0.1653,Utopia
224,20083,1.1826,0.1485,207,0.8433,0.3796,Type_B
224,20084,1.3366,0.331,219,0.2175,0.1393,Roma
224,20085,1.436,0.3602,221,0.2417,0.1404,Roma
224,20086,1.0591,0.4293,213,0.7036,0.4002,Roma
224,20087,1.4107,0.4936,198,5.1259,0.2821,Roma
224,20088,0.1821,0.0463,222,0.0002,0.0002,Utopia
224,20089,0.3071,0.0454,224,0.0002,0.0001,Utopia
224,20090,0.2623,0.0457,224,0.0003,0.0003,Utopia
224,20091,0.8502,0.1868,220,0.2404,0.1883,Utopia
224,20092,0.602,0.0768,210,0.2838,0.1144,Utopia
224,20093,0.7023,0.0756,221,0.4095,0.1533,Utopia
224,20094,0.8199,0.0815,224,0.3847,0.1892,Utopia
224,20095,1.6041,0.4966,222,0.5136,0.2174,Roma
224,20096,0.9138,0.2485,224,0.2907,0.2081,Utopia
224,20097,0.657,0.0794,208,0.3504,0.1394,Utopia
224,20098,0.5285,0.0702,224,0.2034,0.0843,Utopia
224,20099,0.1394,0.0476,215,0.0002,0.0002,Utopia
226,20000,1.0503,0.3066,198,2.8367,0.5556,Roma
226,20001,0.6009,0.0795,211,0.2942,0.1201,Utopia
226,20002,1.0188,0.2164,217,0.0004,0.0003,Type_B
226,20003,0.9486,0.2928,225,0.3823,0.2697,Type_A
226,20004,1.3955,0.329,224,0.1922,0.1146,Roma
226,20005,0.8016,0.0787,224,0.5457,0.2007,Utopia
226,20006,0.7518,0.0802,215,0.5049,0.1802,Utopia
226,20007,1.1481,0.2634,213,3.0743,0.5394,Type_B
226,20008,0.938,0.2282,226,0.3198,0.2357,Utopia
226,20009,0.9555,0.2945,226,0.3738,0.2644,Type_A
226,20010,0.3147,0.045,226,0.0003,0.0002,Utopia
226,20011,1.0413,0.3842,226,0.5663,0.346,Roma
226,20012,1.5057,0.428,226,0.3561,0.1649,Roma
226,20013,0.0186,0.0366,179,0.0002,0.0001,Utopia
226,20014,0.9002,0.095,215,0.7942,0.2497,Utopia
226,20015,1.0731,0.1395,197,2.2217,0.4526,Type_B
226,20016,1.2021,0.1225,225,1.0291,0.4072,Type_B
226,20017,0.885,0.2678,223,0.3065,0.2282,Utopia
226,20018,1.1009,0.2487,191,4.1655,0.5261,Type_B
226,20019,0.8927,0.256,226,0.2913,0.2187,Utopia
226,20020,1.3574,0.3285,222,0.1927,0.1155,Roma
226,20021,0.9406,0.2823,226,0.3472,0.2453,Type_A
226,20022,0.6718,0.0743,223,0.3706,0.1433,Utopia
226,20023,0.9411,0.2533,192,5.8762,0.6761,Utopia
226,20024,1.6411,0.5565,221,0.6784,0.26,Roma
226,20025,0.3206,0.6543,201,0.0014,0.0003,Type_A
226,20026,0.6351,0.0771,212,0.2871,0.1167,Utopia
226,20027,1.5116,0.5734,225,0.5247,0.1649,Roma
226,20028,0.8937,0.2524,226,0.2834,0.2136,Utopia
226,20029,1.5651,0.4343,191,0.4394,0.2262,Roma
226,20030,0.6846,0.0818,216,0.3956,0.1651,Utopia
226,20031,0.845,0.0891,219,0.6437,0.2205,Utopia
226,20032,0.725,0.0951,210,0.4055,0.1656,Utopia
226,20033,1.6214,0.5426,215,0.619,0.2463,Roma
226,20034,0.6369,0.0787,213,0.3058,0.1239,Utopia
226,20035,1.5056,0.5435,211,0.4313,0.1427,Roma
226,20036,1.077,0.4382,224,0.8002,0.4306,Roma
226,20038,1.0385,0.4357,216,0.7721,0.4259,Roma
226,20039,0.2266,0.0458,225,0.0002,0.0002,Utopia
226,20040,1.0098,0.0911,226,0.5364,0.2691,Type_B
226,20041,1.3861,0.345,218,0.2609,0.1619,Roma
226,20042,1.6722,0.5553,218,0.7134,0.266,Roma
226,20043,1.1406,0.1743,190,2.0228,0.5107,Type_B
226,20044,1.006,0.1163,223,0.7545,0.3101,Type_B
226,20045,1.7811,0.4458,224,0.1771,0.0834,Roma
226,20046,1.6098,0.4999,226,0.6008,0.2403,Roma
226,20047,1.5977,0.4361,204,0.4852,0.2398,Roma
226,20048,0.8714,0.0944,214,0.7058,0.2242,Utopia
226,20049,0.0188,0.0408,171,0.0002,0.0002,Utopia
226,20050,0.8942,0.2667,222,0.3093,0.2302,Utopia
226,20051,1.0139,0.3902,225,0.5752,0.3525,Roma
226,20052,1.1851,0.1217,226,1.1017,0.42,Type_B
226,20054,1.1298,0.331,206,3.3411,0.5766,Roma
226,20055,0.6244,0.0768,211,0.2961,0.1193,Utopia
226,20056,1.0385,0.1909,201,2.7731,0.5587,Type_B
226,20057,0.8809,0.2633,223,0.2947,0.2214,Utopia
226,20058,0.5352,0.0713,226,0.2048,0.0864,Utopia
226,20059,0.6185,0.0769,212,0.3147,0.1291,Utopia
228,20000,0.9069,0.2583,228,0.3048,0.2264,Utopia
228,20001,0.905,0.2665,228,0.3159,0.2328,Utopia
228,20002,1.8577,0.4367,227,0.2529,0.1174,Roma
228,20003,1.083,0.4348,221,0.7903,0.4278,Roma
228,20004,0.3045,0.0446,228,0.0002,0.0001,Utopia
228,20005,1.063,0.4263,228,0.6681,0.3841,Roma
228,20006,1.0525,0.3785,222,0.6158,0.3702,Roma
228,20008,1.5578,0.4374,228,0.371,0.1666,Roma
228,20009,0.8341,0.0878,219,0.5926,0.2119,Utopia
228,20010,0.8142,0.1768,223,0.2296,0.1827,Utopia
228,20011,0.6892,0.0728,227,0.4264,0.155,Utopia
228,20012,0.9168,0.2617,228,0.307,0.228,Utopia
228,20013,1.0211,0.3664,221,0.5295,0.3357,Roma
228,20014,0.703,0.0796,214,0.3351,0.1348,Utopia
228,20015,1.0581,0.4452,222,0.743,0.4094,Roma
228,20016,1.6053,0.5236,223,0.5879,0.2373,Roma
228,20017,0.8616,0.224,226,0.2679,0.2053,Utopia
228,20018,0.6602,0.0746,220,0.3056,0.1347,Utopia
228,20019,1.0523,0.4194,220,0.6578,0.3846,Roma
228,20020,0.7032,0.0758,221,0.4343,0.1634,Utopia
228,20021,0.9436,0.299,225,0.3913,0.2668,Type_A
228,20022,0.8999,0.2281,224,0.3047,0.2284,Utopia
228,20023,1.4259,0.4147,221,0.2334,0.124,Roma
228,20024,0.5427,0.0735,216,0.2274,0.0942,Utopia
228,20025,0.9032,0.2825,226,0.3452,0.2515,Type_A
228,20026,1.0123,0.4222,227,0.6614,0.3891,Roma
228,20027,1.5557,0.4797,228,0.4497,0.1963,Roma
228,20028,0.2836,0.045,228,0.0003,0.0003,Utopia
228,20029,0.3051,0.0446,228,0.0002,0.0002,Utopia
228,20030,1.5775,0.4576,228,0.4201,0.1857,Roma
228,20031,1.0257,0.4251,212,0.6865,0.3967,Roma
228,20032,0.5817,0.0736,216,0.242,0.0971,Utopia
228,20033,0.7151,0.0756,224,0.453,0.1664,Utopia
228,20034,0.7904,0.08,228,0.3402,0.1734,Utopia
228,20035,0.7678,0.0799,221,0.5552,0.1982,Utopia
228,20036,1.0809,0.1663,198,2.5874,0.5008,Type_B
228,20037,1.5221,0.3946,214,1.5239,0.2306,Roma
228,20038,0.8085,0.079,225,0.5183,0.1914,Utopia
228,20039,0.2564,0.0454,226,0.0002,0.0002,Utopia
228,20040,1.0363,0.3736,224,0.5543,0.3446,Roma
228,20041,0.6931,0.1205,227,0.4626,0.1648,Utopia
228,20042,1.0743,0.4221,222,0.7675,0.4214,Roma
228,20043,0.244,0.0453,226,0.0002,0.0001,Utopia
228,20044,1.545,0.3784,209,3.3279,0.2923,Roma
228,20045,1.1667,0.2271,210,1.1157,0.4413,Type_B
228,20047,0.837,0.1855,218,0.2375,0.1875,Utopia
228,20048,1.0679,0.4398,215,0.8121,0.4359,Roma
228,20049,0.8485,0.0858,213,0.4971,0.2083,Utopia
228,20050,1.3953,0.3326,228,0.2036,0.1202,Roma
228,20051,1.5239,0.4087,224,1.5797,0.2357,Roma
228,20052,0.9546,0.2902,228,0.377,0.2587,Type_A
228,20053,0.2744,0.0447,228,0.0002,0.0002,Utopia
228,20054,1.4379,0.4282,225,0.1993,0.094,Roma
228,20055,0.0301,0.0483,212,0.0002,0.0001,Utopia
228,20056,1.0153,0.1341,218,1.0758,0.3635,Type_B
228,20057,0.7013,0.0745,219,0.4454,0.1582,Utopia
228,20058,1.1504,0.164,192,1.9863,0.4986,Type_B
228,20059,1.4947,0.3861,217,0.331,0.1824,Roma
230,20000,1.141,0.3916,155,0.0003,0.0002,Roma
230,20003,1.5866,0.4679,225,0.4506,0.1971,Roma
230,20004,1.622,0.3911,224,0.0003,0.0003,Roma
230,20005,0.6257,0.1015,213,0.3271,0.1226,Utopia
230,20006,0.8948,0.2516,229,0.2892,0.2165,Utopia
230,20007,0.2902,0.0441,230,0.0002,0.0001,Utopia
230,20008,0.7199,0.073,230,0.3333,0.1581,Utopia
230,20009,1.0685,0.1416,204,1.855,0.4745,Type_B
230,20010,1.0449,0.3363,210,6.7263,0.6315,Roma
230,20011,0.6372,0.075,217,0.3066,0.1223,Utopia
230,20012,1.1827,0.1103,212,1.2199,0.4606,Type_B
230,20013,1.0129,0.3856,224,0.5755,0.3556,Roma
230,20014,0.9505,0.2712,230,0.3413,0.2382,Utopia
230,20015,0.8722,0.2589,230,0.2991,0.2246,Utopia
230,20016,1.0219,0.3778,223,0.5584,0.3477,Roma
230,20017,0.0246,0.048,209,0.0002,0.0002,Utopia
230,20018,1.1238,0.54,172,0.0002,0.0001,Roma
230,20019,0.9068,0.0906,217,0.7583,0.2699,Utopia
230,20020,1.0291,0.3884,221,0.5778,0.3513,Roma
230,20021,1.0251,0.3795,225,0.5627,0.3494,Roma
230,20022,1.0585,0.4535,199,3.1005,0.5805,Roma
230,20023,0.5165,0.068,230,0.158,0.0693,Utopia
230,20024,1.0777,0.4264,230,0.7669,0.4208,Roma
230,20025,1.0836,0.4208,230,0.782,0.4142,Roma
230,20026,0.2841,0.0444,230,0.0002,0.0002,Utopia
230,20027,1.1868,0.1039,214,0.8056,0.3644,Type_B
230,20028,0.9875,0.361,219,0.509,0.3295,Roma
230,20029,0.9709,0.3236,220,0.433,0.2908,Type_A
230,20030,0.651,0.1078,216,0.3381,0.1319,Utopia
230,20031,0.3049,0.0442,230,0.0002,0.0001,Utopia
230,20032,0.516,0.0674,230,0.1873,0.0792,Utopia
230,20033,1.0317,0.4182,218,0.6628,0.3881,Roma
230,20034,1.5521,0.4023,228,1.4479,0.2413,Roma
230,20035,0.599,0.0763,214,0.2939,0.1156,Utopia
230,20036,0.6733,0.1091,223,0.4862,0.1581,Utopia
230,20037,0.9381,0.2269,230,0.3132,0.2295,Utopia
230,20038,0.8956,0.2477,230,0.272,0.2057,Utopia
230,20039,0.2532,0.0448,230,0.0002,0.0002,Utopia
230,20040,0.6446,0.0736,230,0.2928,0.129,Utopia
230,20041,0.9851,0.3222,225,0.4328,0.2903,Type_A
230,20042,1.0853,0.1894,201,2.3147,0.4951,Type_B
230,20043,0.249,0.0448,230,0.0002,0.0002,Utopia
230,20044,0.9699,0.343,222,0.4702,0.3118,Type_A
230,20045,1.0289,0.3744,219,0.5546,0.3438,Roma
230,20046,0.9549,0.3175,226,0.4256,0.2875,Type_A
230,20047,0.774,0.1594,223,0.1913,0.1565,Utopia
230,20048,0.879,0.272,226,0.3233,0.2391,Utopia
230,20049,0.991,0.313,230,0.4128,0.2784,Roma
230,20050,0.9199,0.0939,218,0.7832,0.2715,Utopia
230,20051,0.5225,0.0683,230,0.1528,0.07,Utopia
230,20052,1.2824,0.4317,176,0.0002,0.0001,Roma
230,20053,0.8166,0.1816,222,0.2336,0.1856,Utopia
230,20054,0.7221,0.0753,226,0.4584,0.1672,Utopia
230,20055,0.0731,0.0358,206,0.0002,0.0002,Utopia
230,20056,1.5541,0.4563,221,0.4292,0.1901,Roma
230,20057,0.9808,0.1011,215,0.6923,0.2979,Utopia
230,20058,1.2795,0.4085,167,0.0001,0.0001,Roma
230,20059,0.8384,0.2209,225,0.2598,0.2012,Utopia
230,20060,0.7026,0.0734,228,0.3826,0.1451,Utopia
230,20061,0.6347,0.0759,214,0.3257,0.1374,Utopia
230,20062,0.7564,0.0742,228,0.4892,0.1786,Utopia
230,20063,0.5247,0.0698,230,0.2124,0.0869,Utopia
230,20064,1.5304,0.5977,216,0.6206,0.1855,Roma
230,20065,1.6035,0.4833,222,0.4804,0.2069,Roma
230,20066,1.033,0.4056,227,0.6341,0.3775,Roma
230,20067,0.786,0.0783,223,0.5479,0.1963,Utopia
230,20068,0.9749,0.3412,226,0.472,0.3108,Type_A
230,20069,1.0847,0.5243,224,1.022,0.4865,Roma
230,20070,0.9943,0.3883,220,0.5697,0.3552,Roma
230,20071,1.015,0.4144,221,0.6368,0.38,Roma
230,20072,1.0091,0.3447,230,0.4912,0.3157,Roma
230,20073,1.5158,0.4061,230,1.4237,0.2257,Roma
230,20074,1.0251,0.3774,224,0.5548,0.3467,Roma
230,20075,1.4903,0.3914,230,0.2876,0.1606,Roma
230,20076,1.0357,0.1784,206,2.6645,0.5449,Type_B
230,20077,1.0361,0.4092,228,0.6338,0.3762,Roma
230,20078,0.7911,0.0794,226,0.4829,0.1764,Utopia
230,20079,0.7743,0.0768,219,0.5161,0.1838,Utopia
230,20080,1.5595,0.4138,230,0.739,0.1764,Roma
230,20081,1.5447,0.4237,226,0.3948,0.2068,Roma
230,20082,0.8613,0.2426,228,0.2676,0.2045,Utopia
230,20084,1.5878,0.4627,229,0.4293,0.1894,Roma
230,20085,1.3856,0.343,228,0.2414,0.1517,Roma
230,20086,1.0083,0.3592,229,0.5157,0.3284,Roma
230,20087,0.4328,0.067,230,0.1431,0.0511,Utopia
230,20088,1.4532,0.3489,229,0.2262,0.1309,Roma
230,20089,0.9846,0.3461,223,0.4831,0.315,Type_A
230,20090,1.0198,0.3575,198,4.0901,0.5224,Roma
230,20091,1.027,0.3621,224,0.5344,0.3344,Roma
230,20092,0.16,0.0466,220,0.0002,0.0002,Utopia
230,20093,1.0646,0.1468,216,1.3482,0.3779,Type_B
230,20094,0.8699,0.2407,230,0.2626,0.201,Utopia
230,20095,0.5068,0.0701,221,0.1841,0.07,Utopia
230,20096,1.0147,0.3972,219,0.6085,0.3688,Roma
230,20097,1.3538,0.3327,227,0.1928,0.1154,Roma
230,20098,0.8158,0.081,214,0.5333,0.2092,Utopia
230,20099,0.8926,0.0934,215,0.8044,0.2722,Utopia
232,20000,0.7687,0.0774,229,0.5228,0.1893,Utopia
232,20001,1.3804,0.3238,152,0.1893,0.1183,Roma
232,20003,0.6126,0.0771,216,0.3032,0.1208,Utopia
232,20004,1.1164,0.4472,177,0.9211,0.4652,Roma
232,20005,1.5766,0.5118,229,0.5368,0.2235,Roma
232,20006,1.2025,0.2055,214,1.162,0.457,Type_B
232,20007,1.1171,0.177,197,1.8102,0.4983,Type_B
232,20008,0.8258,0.0787,228,0.5959,0.2309,Utopia
232,20009,0.2478,0.0445,232,0.0002,0.0001,Utopia
232,20010,0.6449,0.0744,220,0.3105,0.1273,Utopia
232,20011,1.0954,0.4368,221,0.8713,0.4531,Roma
232,20012,0.5858,0.1024,226,0.3043,0.116,Utopia
232,20013,1.0081,0.3843,223,0.5656,0.3522,Roma
232,20014,0.6271,0.0721,232,0.2662,0.1181,Utopia
232,20015,1.393,0.5823,191,9.2185,0.3907,Roma
232,20016,1.0975,0.431,222,0.8377,0.4426,Roma
232,20017,1.0317,0.403,232,0.6197,0.3704,Roma
232,20018,1.2804,0.2883,227,0.16,0.1069,Roma
232,20019,0.3068,0.0441,232,0.0002,0.0001,Utopia
232,20020,0.525,0.0723,219,0.2053,0.0777,Utopia
232,20021,0.2889,0.0442,232,0.0002,0.0001,Utopia
232,20022,0.2694,0.0442,231,0.0002,0.0001,Utopia
232,20023,0.7489,0.103,232,0.7782,0.1909,Utopia
232,20024,1.3705,0.3336,231,0.196,0.1169,Roma
232,20025,0.7217,0.4281,207,11.3372,0.786,Type_A
232,20026,1.4639,0.3978,225,0.309,0.1729,Roma
232,20027,0.9923,0.3357,227,0.4625,0.3049,Roma
232,20028,1.2243,0.5483,135,0.0002,0.0002,Roma
232,20029,1.4575,0.4066,213,2.9355,0.2685,Roma
232,20030,0.92,0.1016,215,0.7426,0.2626,Utopia
232,20031,1.0114,0.4036,220,0.6102,0.37,Roma
232,20032,1.1236,0.1877,198,2.0997,0.5247,Type_B
232,20033,0.5132,0.0679,232,0.1978,0.0831,Utopia
232,20034,1.4632,0.4151,225,0.2286,0.1207,Roma
232,20035,0.286,0.0442,232,0.0002,0.0001,Utopia
232,20036,0.8227,0.0825,216,0.819,0.2209,Utopia
232,20037,1.3099,0.4443,194,1.7913,0.1667,Roma
232,20038,1.0461,0.1335,222,1.0896,0.3862,Type_B
232,20039,0.8737,0.2522,232,0.287,0.2166,Utopia
232,20040,0.6694,0.1056,225,0.3853,0.1428,Utopia
232,20041,1.5711,0.4538,220,0.4337,0.1917,Roma
232,20042,1.4844,0.4506,194,4.6899,0.2912,Roma
232,20043,1.017,0.3958,227,0.6007,0.3641,Roma
232,20044,1.1178,0.4279,207,0.8774,0.4536,Roma
232,20045,0.8412,0.2387,230,0.2598,0.2,Utopia
232,20046,0.8526,0.2308,232,0.248,0.1918,Utopia
232,20047,1.0706,0.4109,227,0.7327,0.4108,Roma
232,20049,0.7783,0.0774,228,0.5075,0.1914,Utopia
232,20050,1.5,0.4206,211,3.6789,0.2859,Roma
232,20051,1.5263,0.4199,232,0.8427,0.1859,Roma
232,20052,0.2195,0.0461,224,0.0002,0.0001,Utopia
232,20053,1.0093,0.394,232,0.6032,0.3669,Roma
232,20054,0.8974,0.282,230,0.3522,0.2549,Type_A
232,20055,1.0421,0.4147,226,0.6774,0.3927,Roma
232,20056,1.1474,0.3086,216,2.9371,0.5701,Roma
232,20057,1.5087,0.4042,232,0.876,0.1985,Roma
232,20058,0.78,0.2118,230,0.2264,0.1809,Utopia
232,20059,1.0936,0.3744,209,4.1692,0.6285,Roma
234,20000,1.5851,0.4361,225,0.4668,0.2324,Roma
234,20001,0.299,0.0438,234,0.0002,0.0001,Utopia
234,20002,0.2877,0.0437,234,0.0002,0.0002,Utopia
234,20003,0.9722,0.2983,234,0.415,0.2747,Type_A
234,20004,1.2641,0.405,178,0.0002,0.0001,Roma
234,20005,1.7338,0.5771,167,0.9482,0.3121,Roma
234,20006,0.2758,0.0439,234,0.0002,0.0002,Utopia
234,20007,0.3161,0.0439,234,0.0002,0.0002,Utopia
234,20008,1.0452,0.2572,206,2.7257,0.5593,Type_B
234,20009,1.01,0.3794,221,0.5748,0.3542,Roma
234,20010,0.7827,0.1999,231,0.2103,0.1686,Utopia
234,20011,1.5814,0.4158,234,1.1994,0.2327,Roma
234,20012,1.0447,0.4123,233,0.6679,0.3895,Roma
234,20013,1.6066,0.5512,227,0.6555,0.2586,Roma
234,20014,0.2534,0.044,233,0.0002,0.0002,Utopia
234,20015,0.0335,0.0407,209,0.0002,0.0002,Utopia
234,20016,0.5432,0.0684,234,0.1554,0.0723,Utopia
234,20017,0.2902,0.0438,234,0.0002,0.0002,Utopia
234,20018,0.6952,0.1222,222,0.5074,0.1562,Utopia
234,20019,1.5597,0.4111,228,0.4423,0.2253,Roma
234,20020,0.6044,0.0947,217,0.3178,0.1211,Utopia
234,20021,1.0552,0.4088,228,0.6765,0.3915,Roma
234,20022,1.5983,0.4655,230,0.5175,0.2203,Roma
234,20023,1.5518,0.3945,234,1.1822,0.2161,Roma
234,20024,1.5626,0.4292,225,0.4315,0.2205,Roma
234,20025,0.269,0.0439,234,0.0002,0.0002,Utopia
234,20026,0.2171,0.0447,232,0.0002,0.0002,Utopia
234,20027,1.2157,0.4036,175,0.0002,0.0002,Roma
234,20028,1.5186,0.5428,225,0.4434,0.1454,Roma
234,20029,0.9799,0.2972,228,0.439,0.2989,Type_A
234,20030,1.1245,0.2601,224,1.0816,0.3636,Type_B
234,20031,0.906,0.0927,219,0.5749,0.2443,Utopia
234,20032,1.5756,0.4054,197,1.6782,0.2577,Roma
234,20033,1.0361,0.4372,229,0.7133,0.4055,Roma
234,20034,1.0345,0.3614,229,0.5275,0.3323,Roma
234,20035,1.2008,0.4224,165,0.0003,0.0002,Roma
234,20036,0.8333,0.0814,222,0.6816,0.2267,Utopia
234,20037,0.9797,0.3294,232,0.4552,0.3007,Type_A
234,20038,1.3107,0.2868,232,0.1645,0.1087,Roma
234,20039,1.108,0.2736,203,0.0002,0.0002,Roma
234,20040,1.4761,0.4874,206,1.7641,0.2474,Roma
234,20041,1.7425,0.4194,229,0.1744,0.0901,Roma
234,20042,0.9196,0.2622,233,0.3381,0.2346,Utopia
234,20043,0.7534,0.0797,225,0.5004,0.1771,Utopia
234,20044,0.6191,0.0706,234,0.2638,0.1186,Utopia
234,20045,1.0011,0.3436,234,0.4858,0.3143,Roma
234,20046,1.0016,0.1154,221,1.0251,0.3409,Type_B
234,20047,0.854,0.2403,232,0.2698,0.2061,Utopia
234,20048,1.0625,0.4188,219,0.8017,0.4356,Roma
234,20049,0.8169,0.5936,201,6.6387,0.7602,Type_A
234,20050,0.8611,0.2387,234,0.2681,0.2038,Utopia
234,20051,1.3714,0.3399,232,0.2409,0.1512,Roma
234,20052,1.0026,0.3458,230,0.4874,0.316,Roma
234,20053,0.1917,0.0458,226,0.0001,0.0001,Utopia
234,20054,0.6883,0.0776,219,0.377,0.1453,Utopia
234,20055,0.8964,0.161,225,1.175,0.2587,Utopia
234,20056,0.2854,0.0438,234,0.0002,0.0001,Utopia
234,20057,1.5637,0.3988,234,0.7856,0.1927,Roma
234,20058,1.0031,0.3236,234,0.4867,0.3049,Roma
234,20059,0.9399,0.2926,233,0.3761,0.2664,Type_A
